,Star Rating,Monster Name,Quest,Runner,Time,Time (s),Weapon,Platform,Monster/General,Quest/General,Monster/Weapon,Quest/Weapon
3130,5,Savage Deviljho,The Tyrant's Banquet,Zook,"03'12""68",192.68,HH,PC,18,18,1,1
3134,5,Savage Deviljho,A Reason Behind The Hunger,buk,"03'18""15",198.15,CB,Xbox,19,1,4,1
3135,5,Savage Deviljho,The Tyrant's Banquet,Extros,"03'19""25",199.25,LS,PS4,20,19,2,2
3136,5,Savage Deviljho,A Reason Behind The Hunger,Rolltorest,"03'19""65",199.65,LBG,PS4,21,2,2,1
3137,5,Savage Deviljho,The Tyrant's Banquet,Soup,"03'21""71",201.71,IG,PC,22,20,2,2
3138,5,Savage Deviljho,The Tyrant's Banquet,elfin,"03'22""45",202.45,LS,PS4,23,21,3,3
3142,5,Savage Deviljho,The Tyrant's Banquet,Crukkz,"03'37""10",217.1,Hammer,PC,24,22,1,1
3144,5,Savage Deviljho,The Tyrant's Banquet,TYJordan,"03'41""38",221.38,Hammer,PS4,25,23,2,2
3148,5,Savage Deviljho,The Tyrant's Banquet,Soup,"03'42""78",222.78,SA,PC,26,24,1,1
3150,5,Savage Deviljho,The Tyrant's Banquet,CantaPerMe,"03'49""01",229.01,DB,PS4,27,25,3,3
3151,5,Savage Deviljho,The Tyrant's Banquet,Rainy,"03'51""56",231.56,CB,PS4,28,26,5,4
3152,5,Savage Deviljho,The Tyrant's Banquet,YU CHIAU JIANG,"03'52""61",232.61,DB,PS4,29,27,4,4
3153,5,Savage Deviljho,The Tyrant's Banquet,AkantoreX,"03'53""31",233.31,GS,PS4,30,28,1,1
3154,5,Savage Deviljho,The Tyrant's Banquet,spicychicken卡肉,"03'53""65",233.65,GS,PS4,31,29,2,2
3155,5,Savage Deviljho,The Tyrant's Banquet,ジン@ (zin@),"03'54""18",234.18,LS,PS4,32,30,4,4
3156,5,Savage Deviljho,The Tyrant's Banquet,KCGemini,"03'54""50",234.5,Lance,PS4,33,31,1,1
3157,5,Savage Deviljho,The Tyrant's Banquet,Del-Pi,"03'54""81",234.81,SnS,PS4,34,32,1,1
3159,5,Savage Deviljho,The Tyrant's Banquet,Cog Vokan,"03'57""73",237.73,SnS,PC,35,33,2,2
3160,5,Savage Deviljho,The Tyrant's Banquet,QTTSix (小六),"04'14""41",254.41,CB,PS4,36,34,6,5
3161,5,Savage Deviljho,The Tyrant's Banquet,AmaDEUS_225,"04'14""78",254.78,HH,PS4,37,35,2,2
3162,5,Savage Deviljho,The Tyrant's Banquet,小绿,"04'22""99",262.99,SA,PS4,38,36,2,2
3163,5,Savage Deviljho,The Tyrant's Banquet,osk,"04'26""78",266.78,Lance,PS4,39,37,2,2
3164,5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"04'27""50",267.5,DB,PC,40,3,5,1
3165,5,Savage Deviljho,The Tyrant's Banquet,のら (Nora),"04'29""31",269.31,SA,PS4,41,38,3,3
3168,5,Savage Deviljho,The Tyrant's Banquet,jigai,"04'41""41",281.41,Hammer,PS4,42,39,3,3
3172,5,Savage Deviljho,The Tyrant's Banquet,TYJordan,"04'59""46",299.46,HBG,PS4,43,40,3,3
3174,5,Savage Deviljho,A Reason Behind The Hunger,10key,"05'07""25",307.25,CB,PS4,44,4,7,2
3176,5,Savage Deviljho,A Reason Behind The Hunger, Mai LBG,"05'08""10",308.1,LBG,PS4,45,5,3,2
3177,5,Savage Deviljho,The Tyrant's Banquet,DanteMundus,"05'08""20",308.2,LS,PS4,46,41,5,5
3179,5,Savage Deviljho,The Tyrant's Banquet,Deaga,"05'24""21",324.21,SA,PS4,47,42,4,4
3181,5,Savage Deviljho,A Reason Behind The Hunger,NoeL,"05'38""56",338.56,LS,PS4,48,6,6,1
3182,5,Savage Deviljho,The Tyrant's Banquet,Preydator,"05'47""30",347.3,GS,PS4,49,43,3,3
3183,5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"05'52""18",352.18,IG,PC,50,7,3,1
3184,5,Savage Deviljho,The Tyrant's Banquet,床ぺろ (Yukapero),"05'57""43",357.43,HH,PS4,51,44,3,3
3185,5,Savage Deviljho,The Tyrant's Banquet,りおなるど,"06'06""16",366.16,SA,PS4,52,45,5,5
3186,5,Savage Deviljho,The Tyrant's Banquet, Mai LBG,"06'24""91",384.91,LBG,PS4,53,46,4,2
3188,5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"07'43""13",463.13,GL,PC,54,8,1,1
3189,5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"07'55""10",475.1,Bow,PC,55,9,8,1
3190,5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"10'32""06",632.06,SA,PC,56,10,6,1
3191,5,Savage Deviljho,A Reason Behind The Hunger,N00bKefka,"11'14""35",674.35,SnS,PC,57,11,3,1
3201,5,Seething Bazelgeuse,Talk About a Party Foul...,いろはす (Iroha),"02'45""70",165.7,Bow,PS4,1,1,1,1
3203,5,Seething Bazelgeuse,Talk About a Party Foul...,TBT,"02'46""95",166.95,LBG,PC,2,2,1,1
3208,5,Seething Bazelgeuse,Talk About a Party Foul...,Skaadz,"02'58""36",178.36,LBG,PC,3,3,2,2
3212,5,Seething Bazelgeuse,Talk About a Party Foul...,YYGGBOND,"03'04""45",184.45,Bow,PC,4,4,2,2
3220,5,Seething Bazelgeuse,Talk About a Party Foul...,ブルテリア(Bullterrier),"03'24""11",204.11,LBG,PS4,5,5,3,3
3222,5,Seething Bazelgeuse,Talk About a Party Foul...,Guntong,"03'26""35",206.35,Bow,PC,6,6,3,3
3223,5,Seething Bazelgeuse,Talk About a Party Foul...,ふつきん (Futsukin),"03'26""81",206.81,Bow,PS4,7,7,4,4
3224,5,Seething Bazelgeuse,Talk About a Party Foul...,AkantoreX,"03'26""83",206.83,CB,PC,8,8,1,1
3225,5,Seething Bazelgeuse,Talk About a Party Foul...,21firered ,"03'26""90",206.9,CB,PC,9,9,2,2
3226,5,Seething Bazelgeuse,Talk About a Party Foul...,Orion,"03'31""36",211.36,CB,PC,10,10,3,3
3229,5,Seething Bazelgeuse,Talk About a Party Foul...,RocksteadyIsMyDaddy,"03'34""68",214.68,CB,PS4,11,11,4,4
3230,5,Seething Bazelgeuse,Talk About a Party Foul...,寝不足ちゃん,"03'37""81",217.81,LS,PS4,12,12,1,1
3232,5,Seething Bazelgeuse,Talk About a Party Foul...,AlanChen,"03'39""53",219.53,LBG,PC,13,13,4,4
3239,5,Seething Bazelgeuse,Talk About a Party Foul...,Lagia,"03'46""78",226.78,GS,PS4,14,14,1,1
3240,5,Seething Bazelgeuse,Talk About a Party Foul...,Arthur (肉卷大大),"03'47""95",227.95,DB,PS4,15,15,1,1
3241,5,Seething Bazelgeuse,Talk About a Party Foul...,Huuuch_,"03'48""91",228.91,LBG,PS4,16,16,5,5
3243,5,Seething Bazelgeuse,Talk About a Party Foul...,トモキ (Tomoki),"03'50""16",230.16,LBG,PS4,17,17,6,6
3246,5,Seething Bazelgeuse,Talk About a Party Foul...,dufte,"03'51""65",231.65,LS,PC,18,18,2,2
3250,5,Seething Bazelgeuse,Talk About a Party Foul...,灵音只想玩MHR,"03'54""51",234.51,IG,PC,19,19,1,1
3253,5,Seething Bazelgeuse,Talk About a Party Foul...,バルムンク,"03'56""90",236.9,CB,PS4,20,20,5,5
3255,5,Seething Bazelgeuse,Talk About a Party Foul...,ぜん (Zen),"03'58""71",238.71,SnS,PS4,21,21,1,1
3257,5,Seething Bazelgeuse,Talk About a Party Foul...,Cookoutfan,"04'01""28",241.28,IG,PS4,22,22,2,2
3258,5,Seething Bazelgeuse,Talk About a Party Foul...,Farah,"04'05""56",245.56,LBG,PS4,23,23,7,7
3260,5,Seething Bazelgeuse,Talk About a Party Foul...,CeraCymmetry,"04'12""10",252.1,Hammer,PC,24,24,1,1
3261,5,Seething Bazelgeuse,Talk About a Party Foul...,factory super,"04'12""55",252.55,SA,PC,25,25,1,1
3263,5,Seething Bazelgeuse,Talk About a Party Foul...,4nToN (4nN),"04'13""46",253.46,Bow,PS4,26,26,5,5
3264,5,Seething Bazelgeuse,Talk About a Party Foul...,Rolltorest,"04'15""01",255.01,HBG,PS4,27,27,1,1
3266,5,Seething Bazelgeuse,Talk About a Party Foul...,yinyin lai,"04'19""63",259.63,CB,PS4,28,28,6,6
3268,5,Seething Bazelgeuse,Talk About a Party Foul...,keta,"04'21""76",261.76,LS,PS4,29,29,3,3
3269,5,Seething Bazelgeuse,Talk About a Party Foul...,Rougeric87,"04'29""88",269.88,SA,PC,30,30,2,2
3271,5,Seething Bazelgeuse,Talk About a Party Foul...,TYJordan,"04'30""90",270.9,CB,PS4,31,31,7,7
3272,5,Seething Bazelgeuse,Talk About a Party Foul...,なつめ棗 (Natsume),"04'32""46",272.46,DB,PS4,32,32,2,2
3273,5,Seething Bazelgeuse,Talk About a Party Foul...,のら (Nora),"04'32""80",272.8,SA,PS4,33,33,3,3
3274,5,Seething Bazelgeuse,Talk About a Party Foul...,Rainy,"04'34""13",274.13,CB,PS4,34,34,8,8
3275,5,Seething Bazelgeuse,Talk About a Party Foul...,トーリィ (Torri),"04'37""41",277.41,Bow,PS4,35,35,6,6
3278,5,Seething Bazelgeuse,Talk About a Party Foul...,Peco,"04'39""51",279.51,SnS,PS4,36,36,2,2
3281,5,Seething Bazelgeuse,Talk About a Party Foul...,福跌俠,"04'40""76",280.76,Hammer,PC,37,37,2,2
3282,5,Seething Bazelgeuse,Talk About a Party Foul..., Mai LBG,"04'43""10",283.1,LBG,PS4,38,38,8,8
3283,5,Seething Bazelgeuse,Talk About a Party Foul...,Preydator,"04'47""90",287.9,GS,PS4,39,39,2,2
3284,5,Seething Bazelgeuse,Talk About a Party Foul...,Gilgy,"04'48""53",288.53,GL,PC,40,40,1,1
3285,5,Seething Bazelgeuse,Talk About a Party Foul...,Deaga,"04'48""91",288.91,SA,PS4,41,41,4,4
3289,5,Seething Bazelgeuse,Talk About a Party Foul...,弗丁shushu (fuding),"04'50""95",290.95,GS,PC,42,42,3,3
3295,5,Seething Bazelgeuse,Talk About a Party Foul...,湊雪菜 (minato yukina),"04'58""61",298.61,LS,PS4,43,43,4,4
3296,5,Seething Bazelgeuse,Talk About a Party Foul...,PPKPKPKP,"04'59""51",299.51,Hammer,PC,44,44,3,3
3299,5,Seething Bazelgeuse,Talk About a Party Foul...,QBao,"05'05""68",305.68,LS,PS4,45,45,5,5
3300,5,Seething Bazelgeuse,Talk About a Party Foul...,BBDW,"05'12""03",312.03,GS,PS4,46,46,4,4
3301,5,Seething Bazelgeuse,Talk About a Party Foul...,theguywithnoaccount,"05'12""03",312.03,LBG,PS4,47,47,9,9
3302,5,Seething Bazelgeuse,Talk About a Party Foul...,Peco,"05'14""41",314.41,SA,PS4,48,48,5,5
3303,5,Seething Bazelgeuse,Talk About a Party Foul...,Right,"05'17""00",317.0,HBG,PS4,49,49,2,2
3304,5,Seething Bazelgeuse,Talk About a Party Foul...,ぬー (Nu),"05'17""33",317.33,Hammer,PS4,50,50,4,4
3305,5,Seething Bazelgeuse,Talk About a Party Foul...,すぷかれ〜,"05'18""91",318.91,SA,PS4,51,51,6,6
3307,5,Seething Bazelgeuse,Talk About a Party Foul...,ね,"05'24""31",324.31,IG,PS4,52,52,3,3
3309,5,Seething Bazelgeuse,Talk About a Party Foul...,えり (Eri),"05'27""48",327.48,CB,PS4,53,53,9,9
3310,5,Seething Bazelgeuse,Talk About a Party Foul...,Synergy Mygos,"05'27""88",327.88,LS,PS4,54,54,6,6
3311,5,Seething Bazelgeuse,Talk About a Party Foul...,ししまい (Shishimai),"05'32""48",332.48,LBG,PS4,55,55,10,10
3314,5,Seething Bazelgeuse,Seething with Anger,Wyikang,"05'35""48",335.48,CB,PS4,56,1,10,1
3315,5,Seething Bazelgeuse,Talk About a Party Foul...,DanteMundus,"05'41""40",341.4,LS,PS4,57,56,7,7
3318,5,Seething Bazelgeuse,Talk About a Party Foul...,TheHeavenlyDao,"05'49""35",349.35,LBG,PS4,58,57,11,11
3319,5,Seething Bazelgeuse,Talk About a Party Foul...,String,"05'49""65",349.65,Lance,PC,59,58,1,1
3320,5,Seething Bazelgeuse,Talk About a Party Foul...,D-67,"05'52""00",352.0,GL,PS4,60,59,2,2
3322,5,Seething Bazelgeuse,Talk About a Party Foul...,GEKOchan (Omega339),"05'55""36",355.36,Lance,PS4,61,60,2,2
3324,5,Seething Bazelgeuse,Talk About a Party Foul...,ぐっちゃま (Guccyama),"05'57""56",357.56,HH,PS4,62,61,1,1
3327,5,Seething Bazelgeuse,Talk About a Party Foul...,DB中二,"06'08""99",368.99,SA,PS4,63,62,7,7
3328,5,Seething Bazelgeuse,Talk About a Party Foul...,osk,"06'09""90",369.9,Lance,PS4,64,63,3,3
3329,5,Seething Bazelgeuse,Talk About a Party Foul...,虚妄谜团,"06'13""61",373.61,IG,PS4,65,64,4,4
3331,5,Seething Bazelgeuse,Talk About a Party Foul...,PPKPKPKP,"06'30""33",390.33,HH,PC,66,65,2,2
3332,5,Seething Bazelgeuse,Talk About a Party Foul...,sweet beru,"06'36""91",396.91,SA,PS4,67,66,8,8
3333,5,Seething Bazelgeuse,Talk About a Party Foul...,りおなるど,"06'38""68",398.68,SA,PS4,68,67,9,9
3334,5,Seething Bazelgeuse,Talk About a Party Foul...,AmaDEUS_225,"06'49""18",409.18,HH,PS4,69,68,3,3
3335,5,Seething Bazelgeuse,Talk About a Party Foul...,Ray,"06'52""98",412.98,LBG,PS4,70,69,12,12
3336,5,Seething Bazelgeuse,Talk About a Party Foul...,めがーぬ (Meganu),"06'59""63",419.63,HH,PS4,71,70,4,4
3339,5,Seething Bazelgeuse,Seething with Anger,あきさん (akisan),"09'21""98",561.98,CB,PS4,72,2,11,2
3345,5,Teostra,Mark of the Sun,Lupin lll,"01'35""23",95.23,HBG,PS4,1,1,1,1
3347,5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"01'43""50",103.5,HBG,PC,2,2,2,2
3357,5,Teostra,Royal Audience on the Sand,Alter,"01'59""53",119.53,Bow,PC,3,1,1,1
3358,5,Teostra,Royal Audience on the Sand,Tidus69,"02'00""51",120.51,Bow,PC,4,2,2,2
3359,5,Teostra,Mark of the Sun,Alter,"02'02""03",122.03,Bow,PC,5,3,3,1
3360,5,Teostra,Royal Audience on the Sand,とないと (tonight),"02'03""18",123.18,Bow,PS4,6,3,4,3
3362,5,Teostra,Mark of the Sun,いろはす (Iroha),"02'03""85",123.85,Bow,PC,7,4,5,2
3363,5,Teostra,Mark of the Sun,獅獅,"02'05""48",125.48,Bow,PC,8,5,6,3
3370,5,Teostra,Mark of the Sun,Saico,"02'16""80",136.8,Bow,PC,9,6,7,4
3371,5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"02'17""05",137.05,Bow,PC,10,7,8,5
3372,5,Teostra,Day of Ruin,獅獅,"02'17""80",137.8,Bow,PC,11,1,9,1
3373,5,Teostra,Royal Audience on the Sand,Laura,"02'18""60",138.6,Bow,PS4,12,4,10,4
3374,5,Teostra,Mark of the Sun,さかす (Sakasu),"02'19""86",139.86,Bow,PS4,13,8,11,6
3375,5,Teostra,Day of Ruin,いろはす (Iroha),"02'21""68",141.68,Bow,PC,14,2,12,2
3376,5,Teostra,Royal Audience on the Sand,orie,"02'22""25",142.25,Bow,PC,15,5,13,5
3378,5,Teostra,Mark of the Sun,トーリィ (Torri),"02'23""51",143.51,Bow,PS4,16,9,14,7
3379,5,Teostra,Mark of the Sun,ふつきん (Futsukin),"02'23""73",143.73,Bow,PS4,17,10,15,8
3380,5,Teostra,Day of Ruin,Lis,"02'23""98",143.98,Bow,PC,18,3,16,3
3382,5,Teostra,Royal Audience on the Sand,Fay,"02'24""31",144.31,Bow,PC,19,6,17,6
3383,5,Teostra,Mark of the Sun,Minton,"02'25""08",145.08,Bow,PS4,20,11,18,9
3384,5,Teostra,Day of Ruin,Tidus69,"02'25""23",145.23,Bow,PC,21,4,19,4
3386,5,Teostra,Mark of the Sun,きむかず (Kimkaz),"02'27""06",147.06,Bow,PS4,22,12,20,10
3387,5,Teostra,Mark of the Sun,Tazttyyy,"02'28""70",148.7,Bow,PS4,23,13,21,11
3388,5,Teostra,Mark of the Sun,Rolltorest,"02'28""90",148.9,LBG,PC,24,14,1,1
3389,5,Teostra,Mark of the Sun,泠风青叶,"02'29""63",149.63,GS,PC,25,15,1,1
3390,5,Teostra,Day of Ruin,rielj,"02'29""96",149.96,HBG,PC,26,5,3,1
3391,5,Teostra,Mark of the Sun,Laura,"02'30""75",150.75,Bow,PS4,27,16,22,12
3392,5,Teostra,Royal Audience on the Sand,ZeroFata,"02'34""33",154.33,Bow,PC,28,7,23,7
3394,5,Teostra,Royal Audience on the Sand,Phemeto,"02'35""58",155.58,Bow,PC,29,8,24,8
3399,5,Teostra,Mark of the Sun,YOLO,"02'39""96",159.96,Bow,PS4,30,17,25,13
3401,5,Teostra,Mark of the Sun,MEGA evolution (めがしんか),"02'41""55",161.55,Bow,PS4,31,18,26,14
3402,5,Teostra,Mark of the Sun,slime,"02'42""73",162.73,SnS,PC,32,19,1,1
3404,5,Teostra,Mark of the Sun,りざRZX,"02'43""66",163.66,Bow,PS4,33,20,27,15
3405,5,Teostra,Mark of the Sun,SIX ZERO,"02'44""16",164.16,Bow,PS4,34,21,28,16
3407,5,Teostra,Mark of the Sun,HCZS,"02'45""00",165.0,CB,PC,35,22,1,1
3411,5,Teostra,Day of Ruin,Momo,"02'47""21",167.21,Bow,PC,36,6,29,5
3413,5,Teostra,Mark of the Sun,Beer,"02'48""86",168.86,GS,PC,37,23,2,2
3417,5,Teostra,Mark of the Sun,인생은셀프 (JIN),"02'54""33",174.33,SnS,PS4,38,24,2,2
3418,5,Teostra,Day of Ruin,인생은셀프 (JIN),"02'54""55",174.55,SnS,PS4,39,7,3,1
3419,5,Teostra,Day of Ruin,HCZS,"02'57""16",177.16,CB,PC,40,8,2,1
3422,5,Teostra,Mark of the Sun,SEAFIGHT,"02'59""11",179.11,CB,PS4,41,25,3,2
3423,5,Teostra,Mark of the Sun,Kahlan,"03'01""30",181.3,CB,PC,42,26,4,3
3425,5,Teostra,Mark of the Sun,Wizard Jerry,"03'03""51",183.51,LS,PC,43,27,1,1
3426,5,Teostra,Day of Ruin,대전설GLGD,"03'04""15",184.15,DB,PC,44,9,1,1
3429,5,Teostra,Mark of the Sun,Crowoly,"03'06""46",186.46,DB,PC,45,28,2,1
3431,5,Teostra,Day of Ruin,slime,"03'07""65",187.65,SnS,PC,46,10,4,2
3432,5,Teostra,Mark of the Sun,TBT,"03'08""08",188.08,LBG,PC,47,29,2,2
3433,5,Teostra,Mark of the Sun,ノイ (Noi),"03'08""48",188.48,LBG,PS4,48,30,3,3
3437,5,Teostra,Mark of the Sun,Shiro,"03'12""10",192.1,GS,PS4,49,31,3,3
3438,5,Teostra,Mark of the Sun,恶魔的眼睛xx,"03'12""13",192.13,LS,PS4,50,32,2,2
3440,5,Teostra,Mark of the Sun,花舞,"03'12""93",192.93,DB,PC,51,33,3,2
3442,5,Teostra,Day of Ruin,梦游的花舞,"03'15""06",195.06,DB,PC,52,11,4,2
3443,5,Teostra,Mark of the Sun,トーカ (Toka),"03'15""45",195.45,SnS,PS4,53,34,5,3
3445,5,Teostra,Mark of the Sun,泉水 (Izumi),"03'16""18",196.18,Hammer,PS4,54,35,1,1
3447,5,Teostra,Day of Ruin,Aris,"03'17""95",197.95,GS,PC,55,12,4,1
3449,5,Teostra,Royal Audience on the Sand,Orion,"03'18""36",198.36,CB,PC,56,9,5,1
3450,5,Teostra,Mark of the Sun,Arthur (肉卷大大),"03'19""65",199.65,DB,PS4,57,36,5,3
3451,5,Teostra,Mark of the Sun,なつめ棗 (Natsume),"03'20""40",200.4,DB,PS4,58,37,6,4
3452,5,Teostra,Mark of the Sun,Hybris,"03'22""03",202.03,Hammer,PS4,59,38,2,2
3455,5,Teostra,Mark of the Sun,ぜん (Zen),"03'22""40",202.4,SnS,PS4,60,39,6,4
3456,5,Teostra,Mark of the Sun,DOKRAHM,"03'23""96",203.96,GL,PC,61,40,1,1
3458,5,Teostra,Mark of the Sun,Cybele (Vlad Tepes),"03'25""43",205.43,LBG,PC,62,41,4,4
3461,5,Teostra,Mark of the Sun,トモキ (Tomoki),"03'28""85",208.85,LBG,PS4,63,42,5,5
3466,5,Teostra,Day of Ruin,Kekko,"03'35""36",215.36,SA,PC,64,13,1,1
3467,5,Teostra,Day of Ruin,Mzly,"03'35""38",215.38,LS,PC,65,14,3,1
3468,5,Teostra,Mark of the Sun,Phemeto,"03'35""78",215.78,LBG,PC,66,43,6,6
3470,5,Teostra,Mark of the Sun,syn,"03'36""00",216.0,Hammer,PC,67,44,3,3
3473,5,Teostra,Day of Ruin,wellX1,"03'39""98",219.98,Hammer,PS4,68,15,4,1
3477,5,Teostra,Day of Ruin,Orion,"03'40""58",220.58,CB,PC,69,16,6,2
3478,5,Teostra,Day of Ruin,あーるえむ,"03'40""63",220.63,LS,PC,70,17,4,2
3481,5,Teostra,Mark of the Sun,DRE,"03'42""25",222.25,SA,Xbox,71,45,2,1
3483,5,Teostra,Mark of the Sun,Agirao,"03'43""26",223.26,GS,PS4,72,46,5,4
3484,5,Teostra,Day of Ruin,seemo,"03'43""96",223.96,Hammer,PS4,73,18,5,2
3488,5,Teostra,Mark of the Sun,iwa,"03'45""66",225.66,CB,PS4,74,47,7,4
3489,5,Teostra,Mark of the Sun,CeraCymmetry,"03'45""80",225.8,GL,PC,75,48,2,2
3491,5,Teostra,Royal Audience on the Sand,小聖_,"03'47""53",227.53,GS,PS4,76,10,6,1
3492,5,Teostra,Mark of the Sun,Gilgy,"03'48""25",228.25,GL,PC,77,49,3,3
3493,5,Teostra,Mark of the Sun,내가몬헌발명,"03'49""76",229.76,GL,PC,78,50,4,4
3494,5,Teostra,Mark of the Sun,小绿,"03'49""99",229.99,SA,PS4,79,51,3,2
3498,5,Teostra,Royal Audience on the Sand,TBT,"03'51""30",231.3,LBG,PS4,80,11,7,1
3501,5,Teostra,Mark of the Sun,ハルケン (Haruken),"03'54""13",234.13,Lance,PS4,81,52,1,1
3502,5,Teostra,Mark of the Sun,arcticz,"03'54""56",234.56,CB,PS4,82,53,8,5
3504,5,Teostra,Mark of the Sun,活潑君 (RIO),"03'54""70",234.7,GL,PC,83,54,5,5
3506,5,Teostra,Mark of the Sun,だーよし,"03'56""50",236.5,IG,PC,84,55,1,1
3508,5,Teostra,Royal Audience on the Sand,AmaDEUS_225,"03'57""65",237.65,HH,PC,85,12,1,1
3509,5,Teostra,Royal Audience on the Sand,玉鯖タマネ,"03'59""71",239.71,Hammer,PS4,86,13,6,1
3510,5,Teostra,Royal Audience on the Sand,Eldatron,"04'00""76",240.76,Lance,PC,87,14,2,1
3511,5,Teostra,Day of Ruin,Benji-boi,"04'02""21",242.21,SA,PS4,88,19,4,2
3512,5,Teostra,Day of Ruin,だーよし,"04'02""78",242.78,IG,PC,89,20,2,1
3516,5,Teostra,Royal Audience on the Sand,猫车川KT (chimera),"04'06""41",246.41,LS,PS4,90,15,5,1
3518,5,Teostra,Mark of the Sun,トーカ (Toka),"04'08""11",248.11,SA,PS4,91,56,5,3
3519,5,Teostra,Mark of the Sun,シッョト (shillyoto),"04'08""63",248.63,CB,PS4,92,57,9,6
3520,5,Teostra,Day of Ruin,ハルケン (Haruken),"04'11""61",251.61,Lance,PS4,93,21,3,1
3521,5,Teostra,Day of Ruin,String,"04'11""65",251.65,Lance,PC,94,22,4,2
3522,5,Teostra,Day of Ruin,JackComposite,"04'11""86",251.86,SA,PC,95,23,6,3
3526,5,Teostra,Day of Ruin,Doong,"04'16""98",256.98,CB,PC,96,24,10,3
3527,5,Teostra,Mark of the Sun,ICARUS,"04'17""21",257.21,LS,PC,97,58,6,3
3528,5,Teostra,Royal Audience on the Sand,String,"04'17""30",257.3,Lance,PC,98,16,5,2
3529,5,Teostra,Mark of the Sun,mory,"04'17""96",257.96,HH,PS4,99,59,2,1
3530,5,Teostra,Mark of the Sun,ID,"04'19""60",259.6,LS,PS4,100,60,7,4
3532,5,Teostra,Mark of the Sun,えり (Eri),"04'22""33",262.33,CB,PS4,101,61,11,7
3533,5,Teostra,Mark of the Sun,のら (Nora),"04'23""00",263.0,SA,PS4,102,62,7,4
3536,5,Teostra,Mark of the Sun,seemo,"04'29""58",269.58,Hammer,PS4,103,63,7,4
3538,5,Teostra,Royal Audience on the Sand,KCGemini,"04'35""85",275.85,Lance,PS4,104,17,6,3
3539,5,Teostra,Royal Audience on the Sand,GhostCortex,"04'38""60",278.6,DB,PS4,105,18,7,1
3541,5,Teostra,Mark of the Sun,太空企鹅 (Space Penguin),"04'39""71",279.71,IG,PS4,106,64,3,2
3542,5,Teostra,Mark of the Sun,Rainy,"04'41""65",281.65,CB,PS4,107,65,12,8
3544,5,Teostra,Mark of the Sun,黑化由岐,"04'43""03",283.03,DB,PS4,108,66,8,5
3545,5,Teostra,Day of Ruin,Farah,"04'43""33",283.33,Lance,PS4,109,25,7,3
3546,5,Teostra,Mark of the Sun,わらびもち,"04'46""21",286.21,IG,PS4,110,67,4,3
3548,5,Teostra,Mark of the Sun,YAMA,"04'46""36",286.36,GL,PS4,111,68,6,6
3551,5,Teostra,Mark of the Sun,Boosted,"04'51""26",291.26,CB,PS4,112,69,13,9
3553,5,Teostra,Day of Ruin,나으리 (Meowster),"04'51""76",291.76,HH,PC,113,26,3,1
3554,5,Teostra,Day of Ruin,草生ウィズ,"04'53""58",293.58,HH,PC,114,27,4,2
3556,5,Teostra,Mark of the Sun,ぶるば_cot (Buluba),"05'12""53",312.53,CB,PS4,115,70,14,10
3558,5,Teostra,Mark of the Sun,tuppi,"05'27""75",327.75,Hammer,PS4,116,71,8,5
3559,5,Teostra,Royal Audience on the Sand,kroosh,"05'37""99",337.99,Lance,PS4,117,19,8,4
3560,5,Teostra,Mark of the Sun,2号,"05'38""43",338.43,CB,PS4,118,72,15,11
3563,5,Teostra,Royal Audience on the Sand,makio,"05'51""56",351.56,Lance,PS4,119,20,9,5
3564,5,Teostra,Mark of the Sun,AmaDEUS_225,"05'52""81",352.81,HH,PS4,120,73,5,2
3568,5,Teostra,Mark of the Sun,makio,"06'57""88",417.88,Lance,PS4,121,74,10,2
3569,5,Teostra,Royal Audience on the Sand,トモキ (Tomoki),"08'40""18",520.18,LBG,PS4,122,21,8,2
3578,5,Velkhana,Clashing Swords Upon The Rime,Lupin lll,"01'25""80",85.8,HBG,PS4,1,1,1,1
3606,5,Velkhana,USJ: Shine On Forever,冰凌银爵,"01'52""45",112.45,Bow,PC,2,1,1,1
3610,5,Velkhana,Clashing Swords Upon The Rime,Lis,"01'56""00",116.0,Bow,PC,3,2,2,1
3615,5,Velkhana,Clashing Swords Upon The Rime,りざ,"01'57""86",117.86,Bow,PS4,4,3,3,2
3620,5,Velkhana,Clashing Swords Upon The Rime,とないと (tonight),"01'59""83",119.83,Bow,PS4,5,4,4,3
3621,5,Velkhana,Clashing Swords Upon The Rime,泠风青叶,"02'01""45",121.45,GS,PC,6,5,1,1
3622,5,Velkhana,Clashing Swords Upon The Rime,ARTA,"02'03""18",123.18,Bow,PC,7,6,5,4
3625,5,Velkhana,Clashing Swords Upon The Rime,Millan Rain,"02'05""40",125.4,Bow,PS4,8,7,6,5
3626,5,Velkhana,Clashing Swords Upon The Rime,早餐奶 (airA),"02'06""26",126.26,Bow,PC,9,8,7,6
3628,5,Velkhana,Clashing Swords Upon The Rime,Laura,"02'11""93",131.93,Bow,PS4,10,9,8,7
3630,5,Velkhana,Clashing Swords Upon The Rime,sapphire,"02'12""25",132.25,GS,PC,11,10,2,2
